Type,Class,Sets,Piece,Armor,Toughness,Initiative,Wounds,Weapon Skill,Strength,Intelligence,Willpower,Ballistic skill,Spiritual Resistance,Elemental Resistance,Corporeal Resistance,Item bonus 1,Item bonus 2,Item bonus 3,Level,Renown Rank,Talisman slot,Special slot,,Helm,Shoulders,Body,Gloves,Belt,Boots,Cloak,"Jewelry
(left)","Jewelry
(right)",Pocket,,Item bonus 1 check,Item bonus 2 check,Item bonus 3 check
Armor,Runi,Victorious,Boots,235,0,14,18,0,0,19,0,0,0,0,0,+2% Magic Critical Chance,-,-,40,66,1,,,,,,,,Victorious,,,,,,Magic Critical Chance,0,0
Armor,Runi,Victorious,Cloak,0,0,16,10,0,0,25,0,0,94,94,94,+2% Magic Critical Chance,-,-,40,65,1,,,,,,,,,Victorious,,,,,Magic Critical Chance,0,0
Armor,Runi,Victorious,Gloves,235,11,0,11,0,0,30,0,0,0,0,0,+3% Reduced Chance to be Disrupted,-,-,40,66,1,,,,,,Victorious,,,,,,,,Reduced Chance to be Disrupted,0,0
Armor,Runi,Victorious,Helm,275,0,15,23,0,0,27,0,0,0,0,0,+3% Reduced Chance to be Disrupted,-,-,40,67,1,,,Victorious,,,,,,,,,,,Reduced Chance to be Disrupted,0,0
Armor,Runi,Victorious,Shoulders,275,10,0,20,0,0,32,0,0,0,0,0,+2% Magic Critical Chance,-,-,40,67,1,,,,Victorious,,,,,,,,,,Magic Critical Chance,0,0
Armor,Runi,Warlord,Belt,0,0,14,15,0,0,0,25,0,101,101,102,+2% Disrupt,-,-,40,70,0,0,,,,,,Warlord,,,,,,,Disrupt,0,0
Armor,Runi,Warlord,Body,323,25,0,25,0,0,0,35,0,0,0,0,+80 Hit Points Every four Seconds,-,-,40,73,1,0,,,,Warlord,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,Runi,Warlord,Boots,241,17,0,21,0,0,0,28,0,0,0,0,+2% Disrupt,-,-,40,71,1,0,,,,,,,Warlord,,,,,,Disrupt,0,0
Armor,Runi,Warlord,Cloak,0,0,16,26,0,0,0,16,0,102,101,101,+2% Reduction in being Critically Hit,-,-,40,70,1,0,,,,,,,,Warlord,,,,,Reduction in being Critically Hit,0,0
Armor,Runi,Warlord,Gloves,241,0,20,23,0,0,0,23,0,0,0,0,+2% Dodge,-,-,40,71,1,0,,,,,Warlord,,,,,,,,Dodge,0,0
Armor,Runi,Warlord,Helm,286,15,18,15,0,0,0,23,0,0,0,0,+2% Healing Critical Chance,-,-,40,72,1,0,,Warlord,,,,,,,,,,,Healing Critical Chance,0,0
Jewelry,Runi,Warlord,Jewelry,0,10,15,24,0,0,0,0,0,87,87,86,+4 Morale Per Second,-,-,40,73,0,0,,,,,,,,,,,,,Morale Per Second,0,0
Armor,Runi,Warlord,Shoulders,286,18,15,18,0,0,0,20,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,72,1,0,,,Warlord,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Annihilator,Body,236,0,0,12,17,0,0,0,30,0,0,0,+3 AP Per Second,-,-,35,39,1,0,,,,Annihilator,,,,,,,,,AP Per Second,0,0
Armor,SH,Annihilator,Boots,183,0,0,10,13,0,0,0,21,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Annihilator,,,,,,Dodge,0,0
Armor,SH,Annihilator,Gloves,183,11,9,0,14,0,0,0,23,0,0,0,-,-,-,35,36,1,0,,,,,Annihilator,,,,,,,,0,0,0
Armor,SH,Annihilator,Helm,212,0,0,15,25,0,0,0,13,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Annihilator,,,,,,,,,,,Disrupt,0,0
Armor,SH,Annihilator,Shoulders,212,12,0,0,18,0,0,0,25,0,0,0,+1% Ranged Critical Chance,-,-,35,37,1,0,,,Annihilator,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SH,Beastlord,BL Jewelry,0,0,0,0,13,0,0,0,24,64,60,60,+1 AP Per Second,-,-,40,0,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,SH,Beastlord,Body,225,0,14,30,0,0,0,0,15,0,30,30,-,-,-,40,0,1,0,,,,Beastlord,,,,,,,,,0,0,0
Armor,SH,Beastlord,Cloak,0,0,0,32,24,0,0,0,0,74,84,72,-,-,-,40,0,1,0,,,,,,,,Beastlord,,,,,0,0,0
Armor,SH,Beastlord,Helm,203,0,0,20,12,0,0,0,20,30,25,0,-,-,-,40,0,1,0,,Beastlord,,,,,,,,,,,0,0,0
Pocket,SH,Beastlord,Pocket,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,40,0,0,0,,,,,,,,,,,Beastlord,,0,0,0
Armor,SH,Beastlord,Shoulders,203,0,0,14,14,0,0,0,24,25,30,0,-,-,-,40,0,1,0,,,Beastlord,,,,,,,,,,0,0,0
Armor,SH,Bloodlord,Belt,0,0,0,12,16,0,0,0,22,91,91,91,+1% Dodge,+2% Parry,-,40,,0,0,,,,,,Bloodlord,,,,,,,Dodge,Parry,0
Armor,SH,Bloodlord,Body,292,0,12,16,20,0,0,0,30,0,0,0,+2 AP Per Second,-,-,40,,1,0,,,,Bloodlord,,,,,,,,,AP Per Second,0,0
Armor,SH,Bloodlord,Boots,221,0,18,10,0,0,0,0,27,0,0,0,+2% Dodge,-,-,40,,1,0,,,,,,,Bloodlord,,,,,,Dodge,0,0
Armor,SH,Bloodlord,Cloak,0,0,0,12,16,0,0,0,24,91,91,91,+24 Ranged Power,-,-,40,,0,0,,,,,,,,Bloodlord,,,,,Ranged Power,0,0
Armor,SH,Bloodlord,Gloves,221,0,15,10,16,0,0,0,26,0,0,0,-,-,-,40,,1,0,,,,,Bloodlord,,,,,,,,0,0,0
Armor,SH,Bloodlord,Helm,257,19,0,18,0,0,0,0,29,0,0,0,+2% Armor Penetration,-,-,40,,1,0,,Bloodlord,,,,,,,,,,,Armor Penetration,0,0
Armor,SH,Bloodlord,Shoulders,257,0,10,21,0,0,0,0,27,0,0,0,+2% Ranged Critical Chance,-,-,40,,1,0,,,Bloodlord,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SH,Bloodmoon,Jewelry,0,0,12,15,10,0,0,0,24,79,78,78,-,-,-,63,0,0,0,,,,,,,,,,,,,0,0,0
Armor,SH,Conqueror,Belt,0,0,0,12,6,0,0,0,18,83,77,83,+36 Ranged Power,-,-,40,42,0,0,,,,,,Conqueror,,,,,,,Ranged Power,0,0
Armor,SH,Conqueror,Body,255,13,0,19,0,0,0,0,33,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Conqueror,,,,,,,,,AP Per Second,0,0
Armor,SH,Conqueror,Boots,192,0,0,10,14,0,0,0,16,0,0,0,+2% Ranged Critical Chance,-,-,40,40,1,0,,,,,,,Conqueror,,,,,,Ranged Critical Chance,0,0
Armor,SH,Conqueror,Gloves,192,15,0,8,0,0,0,0,25,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,41,1,0,,,,,Conqueror,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Conqueror,Helm,225,0,0,17,10,0,0,0,30,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,44,1,0,,Conqueror,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Conqueror,Shoulders,225,12,0,0,18,0,0,0,29,0,0,0,+10% Auto Attack Haste,-,-,40,43,1,0,,,Conqueror,,,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Dominator,Belt,0,24,0,12,6,0,0,0,18,83,77,83,-,-,-,40,42,0,0,,,,,,Dominator,,,,,,,0,0,0
Armor,SH,Dominator,Body,255,33,0,19,0,0,0,0,13,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Dominator,,,,,,,,,AP Per Second,0,0
Armor,SH,Dominator,Boots,192,0,0,10,14,0,0,0,16,0,0,0,+2% Reduction in being Critically Hit,-,-,40,40,1,0,,,,,,,Dominator,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Dominator,Gloves,192,25,0,8,0,0,0,0,15,0,0,0,+2% Dodge,-,-,40,41,1,0,,,,,Dominator,,,,,,,,Dodge,0,0
Armor,SH,Dominator,Helm,225,0,0,30,10,0,0,0,17,0,0,0,+2% Disrupt,-,-,40,44,1,0,,Dominator,,,,,,,,,,,Disrupt,0,0
Armor,SH,Dominator,Shoulders,225,29,12,0,0,0,0,0,16,0,0,0,+2% Reduced Armor Penetration,-,-,40,43,1,0,,,Dominator,,,,,,,,,,Reduced Armor Penetration,0,0
Jewelry,SH,Genesis Sharpshooter,Aspect,0,0,24,0,0,0,0,0,0,64,64,64,+36 Ranged Power,-,-,36,0,0,0,,,,,,,,,,,,,Ranged Power,0,0
Armor,SH,Genesis Sharpshooter,Cloak,0,0,0,0,0,0,0,0,28,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Sharpshooter,,,,,AP Per Second,0,0
Jewelry,SH,Genesis Sharpshooter,Fragment,0,0,0,0,0,0,0,0,28,53,53,53,+2% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,SH,Genesis Sharpshooter,Remnant,0,,0,24,0,0,0,0,24,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,SH,Genesis Sharpshooter,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,SH,Gunbad Amber,Exquisite,0,0,0,12,30,0,0,0,0,55,55,55,+2% Reduced Chance to be Parried,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Parried,0,0
Jewelry,SH,Gunbad Amber,Rough,0,0,12,0,28,0,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,SH,Gunbad Diamond,Exquisite,0,0,12,30,0,0,0,0,0,55,55,55,+3% Reduction in being Critically Hit,-,-,40,0,0,0,,,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,SH,Gunbad Diamond,Rough,0,12,0,28,0,0,0,0,0,52,52,52,+2% Block,-,-,40,0,0,0,,,,,,,,,,,,,Block,0,0
Jewelry,SH,Gunbad Emerald,Exquisite,0,0,12,0,0,0,0,30,0,55,55,55,+12 Healing Power,-,-,40,0,0,0,,,,,,,,,,,,,Healing Power,0,0
Jewelry,SH,Gunbad Emerald,Rough,0,0,0,0,0,0,12,28,0,52,52,52,+2% Dodge,-,-,40,0,0,0,,,,,,,,,,,,,Dodge,0,0
Jewelry,SH,Gunbad Jet,Exquisite,0,0,12,0,0,0,30,0,0,55,55,55,+2% Reduced Chance to be Disrupted,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Disrupted,0,0
Jewelry,SH,Gunbad Jet,Rough,0,0,0,12,0,0,28,0,0,52,52,52,+2% Disrupt,-,-,40,0,0,0,,,,,,,,,,,,,Disrupt,0,0
Jewelry,SH,Gunbad Ruby,Exquisite,0,0,12,0,0,30,0,0,0,55,55,55,+2% Reduced Chance to be Blocked,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Jewelry,SH,Gunbad Ruby,Rough,0,0,0,12,0,28,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Armor,SH,Imperator,Helm,240,28,14,10,0,0,0,0,12,0,0,0,+2% Reduction in being Critically Hit,-,-,40,0,1,0,,Imperator,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Imperator,Shoulders,240,28,0,10,14,0,0,0,12,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Imperator,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SH,Invader,Belt,0,0,0,0,12,0,0,0,18,91,91,91,+2% Dodge,+2% Disrupt,-,40,60,0,0,,,,,,Invader,,,,,,,Dodge,Disrupt,0
Armor,SH,Invader,Body,292,0,16,12,21,0,0,0,28,0,0,0,+1 AP Per Second,-,-,40,63,1,0,,,,Invader,,,,,,,,,AP Per Second,0,0
Armor,SH,Invader,Boots,221,0,18,0,12,0,0,0,22,0,0,0,+3 Morale Per Second,-,-,40,61,1,0,,,,,,,Invader,,,,,,Morale Per Second,0,0
Armor,SH,Invader,Gloves,221,15,0,17,0,0,0,0,25,0,0,0,+10 Auto Attack Haste,-,-,40,61,1,0,,,,,Invader,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Invader,Helm,257,13,18,0,0,0,0,0,29,0,0,0,+3% Armor Penetration,-,-,40,62,1,0,,Invader,,,,,,,,,,,Armor Penetration,0,0
Jewelry,SW,Invader,Inv Jewelry,0,0,0,27,0,0,0,0,12,79,78,78,+2 AP Per Second,+2% Reduced Chance to be Dodged,-,40,63,0,0,,,,,,,,,,,,,AP Per Second,Reduced Chance to be Dodged,0
Armor,SH,Invader,Shoulders,257,0,0,20,12,0,0,0,26,0,0,0,+2% Ranged Critical Chance,-,-,40,62,1,0,,,Invader,,,,,,,,,,Ranged Critical Chance,0,0
Armor,SH,Mercenary,Body,236,0,0,23,25,0,0,0,32,0,0,0,+60 Hit Points Every four Seconds,-,-,35,39,1,0,,,,Mercenary,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,SH,Mercenary,Boots,183,0,0,25,29,0,0,0,13,0,0,0,+2% Disrupt,-,-,35,35,1,0,,,,,,,Mercenary,,,,,,Disrupt,0,0
Armor,SH,Mercenary,Gloves,183,23,9,0,14,0,0,0,11,0,0,0,-,-,-,35,36,1,0,,,,,Mercenary,,,,,,,,0,0,0
Armor,SH,Mercenary,Helm,212,0,0,15,25,0,0,0,13,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Mercenary,,,,,,,,,,,Disrupt,0,0
Armor,SH,Mercenary,Shoulders,212,25,0,0,18,0,0,0,12,0,0,0,+1% Reduction in Being Critically Hit,-,-,35,37,1,0,,,Mercenary,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Onslaught,Body,259,0,0,20,16,0,0,0,27,0,0,0,+3% Reduced Armor Penetration,-,-,40,32,1,0,,,,Onslaught,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SH,Onslaught,Boots,203,14,18,16,0,0,0,0,0,0,0,0,+18 Ranged Power,-,-,40,32,1,0,,,,,,,Onslaught,,,,,,Ranged Power,0,0
Armor,SH,Onslaught,Gloves,203,0,12,16,0,0,0,0,24,0,0,0,+10 Auto Attack Haste,-,-,40,32,1,0,,,,,Onslaught,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Onslaught,Helm,231,18,0,23,0,0,0,0,20,0,0,0,+1% Reduction in being Critically Hit,-,-,40,32,1,0,,Onslaught,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Onslaught,Shoulders,231,20,0,0,16,0,0,0,25,0,0,0,+2 AP Per Second,-,-,40,32,1,0,,,Onslaught,,,,,,,,,,AP Per Second,0,0
Armor,SH,Oppressor,Belt,0,0,16,13,0,0,0,0,23,87,86,86,+18 Ranged Power,-,-,40,55,0,0,,,,,,Oppressor,,,,,,,Ranged Power,0,0
Armor,SH,Oppressor,Body,274,0,17,30,0,0,0,0,18,0,0,0,+2% Reduction in being Critically Hit,-,-,40,58,1,0,,,,Oppressor,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Oppressor,Boots,209,10,0,16,0,0,0,0,17,0,0,0,+2% Reduction in being Critically Hit,-,-,40,56,1,0,,,,,,,Oppressor,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Oppressor,Gloves,209,10,0,26,0,0,0,0,15,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,56,1,0,,,,,Oppressor,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Oppressor,Helm,241,12,0,31,0,0,0,0,19,0,0,0,+2% Disrupt,-,-,40,57,1,0,,Oppressor,,,,,,,,,,,Disrupt,0,0
Armor,SH,Oppressor,Shoulders,241,0,15,27,0,0,0,0,20,0,0,0,+2% Reduced Armor Penetration,-,-,40,57,1,0,,,Oppressor,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SH,Overlord,Helm,240,0,0,10,14,0,0,0,28,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,0,1,0,,Overlord,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Overlord,Shoulders,240,12,0,0,29,0,0,0,23,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,0,1,0,,,Overlord,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Rare Fortune,Body,240,0,22,0,20,0,0,0,24,0,0,0,+15 Ranged Power,-,-,39,0,1,0,,,,Rare Fortune,,,,,,,,,Ranged Power,0,0
Armor,SH,Rare Fortune,Boots,190,0,0,10,10,0,0,0,26,0,0,0,+2% Dodge,-,-,37,0,1,0,,,,,,,Rare Fortune,,,,,,Dodge,0,0
Armor,SH,Rare Fortune,Gloves,190,9,12,0,11,0,0,0,26,0,0,0,-,-,-,37,0,1,0,,,,,Rare Fortune,,,,,,,,0,0,0
Armor,SH,Rare Fortune,Helm,215,0,0,19,23,0,0,0,13,0,0,0,+2% Disrupt,-,-,38,0,1,0,,Rare Fortune,,,,,,,,,,,Disrupt,0,0
Armor,SH,Rare Fortune,Shoulders,215,14,0,0,17,0,0,0,26,0,0,0,+1% Ranged Critical Chance,-,-,39,0,1,0,,,Rare Fortune,,,,,,,,,,Ranged Critical Chance,0,0
Armor,SH,Redeye,Body,240,0,0,17,17,0,0,0,27,0,0,0,+3 AP Per Second,-,-,40,0,1,0,,,,Redeye,,,,,,,,,AP Per Second,0,0
Armor,SH,Redeye,Boots,190,0,0,16,17,0,0,0,15,0,0,0,+1% Reduction in being Critically Hit,-,-,40,0,1,0,,,,,,,Redeye,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Redeye,Cloak,0,21,0,21,0,0,0,0,17,91,76,73,-,-,-,40,0,0,0,,,,,,,,Redeye,,,,,0,0,0
Armor,SH,Redeye,Gloves,190,12,0,12,13,0,0,0,21,0,0,0,-,-,-,40,0,1,0,,,,,Redeye,,,,,,,,0,0,0
Armor,SH,Redeye,Helm,215,22,14,0,13,0,0,0,22,0,0,0,-,-,-,40,0,1,0,,Redeye,,,,,,,,,,,0,0,0
Armor,SH,Redeye,Shoulders,215,0,13,20,0,0,0,0,22,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Redeye,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SH,Sentinel,Belt,0,24,0,9,12,0,0,0,18,80,90,95,-,-,-,40,0,0,0,,,,,,Sentinel,,,,,,,0,0,0
Armor,SH,Sentinel,Body,259,19,17,0,0,0,0,0,35,0,0,0,+60 Hit Points Every four Seconds,-,-,40,0,1,0,,,,Sentinel,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,SH,Sentinel,Boots,203,8,0,15,0,0,0,0,27,0,0,0,+2% Dodge,-,-,40,0,1,0,,,,,,,Sentinel,,,,,,Dodge,0,0
Armor,SH,Sentinel,Gloves,203,15,0,23,0,0,0,0,10,0,0,0,+21 Ranged Power,-,-,40,0,1,0,,,,,Sentinel,,,,,,,,Ranged Power,0,0
Armor,SH,Sentinel,Helm,231,0,0,14,10,0,0,0,27,0,0,0,+2% Ranged Critical Chance,-,-,40,0,1,0,,Sentinel,,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SH,Sentinel,Sent Jewelry,0,0,0,0,17,0,0,0,27,70,70,71,+3 AP Per Second,-,-,40,0,1,1,,,,,,,,,,,,,AP Per Second,0,0
Armor,SH,Sentinel,Shoulders,231,0,0,12,30,0,0,0,17,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,0,1,0,,,Sentinel,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Sov Main,Belt,0,15,0,0,16,0,0,0,23,101,101,102,+2% Disrupt,-,-,40,75,0,0,,,,,,Sov Main,,,,,,,Disrupt,0,0
Armor,SH,Sov Main,Body,334,0,20,20,25,0,0,0,30,0,0,0,+2 AP Per Second,-,-,40,78,1,0,,,,Sov Main,,,,,,,,,AP Per Second,0,0
Armor,SH,Sov Main,Boots,247,0,20,0,18,0,0,0,25,0,0,0,+3 Morale Per Second,-,-,40,76,1,0,,,,,,,Sov Main,,,,,,Morale Per Second,0,0
Armor,SH,Sov Main,Cloak,0,17,0,20,0,0,0,0,21,102,101,101,+2% Ranged Critical Chance,-,-,40,75,1,0,,,,,,,,Sov Main,,,,,Ranged Critical Chance,0,0
Armor,SH,Sov Main,Gloves,247,19,0,19,0,0,0,0,30,0,0,0,+10 Auto Attack Haste,-,-,40,76,1,0,,,,,Sov Main,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Sov Main,Helm,296,20,20,0,0,0,0,0,31,0,0,0,+2% Ranged Critical Chance,-,-,40,77,1,0,,Sov Main,,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SH,Sov Main,Jewelry,0,0,0,30,0,0,0,0,17,87,87,86,+2% Reduced Chance to be Dodged,+2 AP Per Second,-,40,78,0,0,,,,,,,,,,,,,Reduced Chance to be Dodged,AP Per Second,0
Armor,SH,Sov Main,Shoulders,296,0,0,25,21,0,0,0,33,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,77,1,0,,,Sov Main,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Sov Off,Belt,0,0,16,18,0,0,0,0,20,101,101,102,+2% Disrupt,-,-,40,75,0,0,,,,,,Sov Off,,,,,,,Disrupt,0,0
Armor,SH,Sov Off,Body,334,0,20,20,20,0,0,0,25,0,0,0,+4 AP Per Second,-,-,40,78,1,0,,,,Sov Off,,,,,,,,,AP Per Second,0,0
Armor,SH,Sov Off,Boots,247,0,0,20,20,0,0,0,26,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,76,1,0,,,,,,,Sov Off,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Sov Off,Cloak,0,18,0,18,0,0,0,0,22,102,101,101,+4 Morale Per Second,-,-,40,75,1,0,,,,,,,,Sov Off,,,,,Morale Per Second,0,0
Armor,SH,Sov Off,Gloves,247,0,0,20,20,0,0,0,28,0,0,0,+10 Auto Attack Haste,-,-,40,76,1,0,,,,,Sov Off,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Sov Off,Helm,296,25,0,28,0,0,0,0,28,0,0,0,+10 Auto Attack Haste,-,-,40,77,1,0,,Sov Off,,,,,,,,,,,Auto Attack Haste,0,0
Jewelry,SH,Sov Off,Jewelry,0,20,0,27,0,0,0,0,20,87,87,86,+2 Auto Attack Haste,-,-,40,78,0,0,,,,,,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Sov Off,Shoulders,296,18,0,26,0,0,0,0,27,0,0,0,+2% Ranged Critical Chance,-,-,40,77,1,0,,,Sov Off,,,,,,,,,,Ranged Critical Chance,0,0
Jewelry,SH,The Winds,Band,0,4,12,0,0,0,0,0,0,178,104,89,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,SH,The Winds,Chain,0,4,0,0,12,0,0,0,0,104,89,178,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,SH,The Winds,Seal,0,4,12,0,0,0,0,0,0,89,178,104,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Armor,SH,Triumphant,Belt,0,0,0,13,15,0,0,0,19,94,94,94,+36 Ranged Power,-,-,40,65,0,,,,,,,Triumphant,,,,,,,Ranged Power,0,0
Armor,SH,Triumphant,Body,308,0,0,19,21,0,0,0,37,0,0,0,+3% Armor Penetration,-,-,40,68,1,,,,,Triumphant,,,,,,,,,Armor Penetration,0,0
Armor,SH,Triumphant,Boots,235,0,0,14,22,0,0,0,15,0,0,0,+2% Ranged Critical Chance,-,-,40,66,1,,,,,,,,Triumphant,,,,,,Ranged Critical Chance,0,0
Armor,SH,Triumphant,Cloak,0,0,0,10,16,0,0,0,25,94,94,94,+2% Ranged Critical Chance,-,-,40,65,1,,,,,,,,,Triumphant,,,,,Ranged Critical Chance,0,0
Armor,SH,Triumphant,Gloves,235,0,14,8,0,0,0,0,30,0,0,0,+3% Reduced Chance to be Dodged,-,-,40,66,1,,,,,,Triumphant,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Triumphant,Helm,275,0,0,13,22,0,0,0,36,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,67,1,,,Triumphant,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Triumphant,Shoulders,275,0,0,15,22,0,0,0,35,0,0,0,+10 Auto Attack Haste,-,-,40,67,1,,,,Triumphant,,,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Vanquisher,Belt,0,0,0,13,8,0,0,0,19,87,86,86,+36 Ranged Power,-,-,40,55,0,0,,,,,,Vanquisher,,,,,,,Ranged Power,0,0
Armor,SH,Vanquisher,Body,274,0,0,19,11,0,0,0,37,0,0,0,+3% Armor Penetration,-,-,40,58,1,0,,,,Vanquisher,,,,,,,,,Armor Penetration,0,0
Armor,SH,Vanquisher,Boots,209,0,0,10,22,0,0,0,11,0,0,0,+2% Ranged Critical Chance,-,-,40,56,1,0,,,,,,,Vanquisher,,,,,,Ranged Critical Chance,0,0
Armor,SH,Vanquisher,Gloves,209,0,14,8,0,0,0,0,29,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,56,1,0,,,,,Vanquisher,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Vanquisher,Helm,241,0,0,10,19,0,0,0,33,0,0,0,+2% Reduced Chance to be Dodged,-,-,40,57,1,0,,Vanquisher,,,,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Vanquisher,Shoulders,241,0,0,13,16,0,0,0,33,0,0,0,+10% Auto Attack Haste,-,-,40,57,1,0,,,Vanquisher,,,,,,,,,,Auto Attack Haste,0,0
Armor,SH,Victorious,Belt,0,0,17,13,0,0,0,0,23,94,94,94,+28 Ranged Power,-,-,40,65,0,,,,,,,Victorious,,,,,,,Ranged Power,0,0
Armor,SH,Victorious,Body,308,0,17,30,0,0,0,0,18,0,0,0,+3% Reduction in being Critically Hit,-,-,40,68,1,,,,,Victorious,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Victorious,Boots,235,10,0,20,0,0,0,0,21,0,0,0,+2% Reduction in being Critically Hit,-,-,40,66,1,,,,,,,,Victorious,,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Victorious,Cloak,0,0,10,20,0,0,0,0,21,94,94,94,+2% Reduction in being Critically Hit,-,-,40,65,1,,,,,,,,,Victorious,,,,,Reduction in being Critically Hit,0,0
Armor,SH,Victorious,Gloves,235,10,0,26,0,0,0,0,16,0,0,0,+3% Reduced Chance to be Dodged,-,-,40,66,1,,,,,,Victorious,,,,,,,,Reduced Chance to be Dodged,0,0
Armor,SH,Victorious,Helm,275,15,0,34,0,0,0,0,22,0,0,0,+2% Dodge,-,-,40,67,1,,,Victorious,,,,,,,,,,,Dodge,0,0
Armor,SH,Victorious,Shoulders,275,0,15,27,0,0,0,0,22,0,0,0,+3% Reduced Armor Penetration,-,-,40,67,1,,,,Victorious,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,SH,Warlord,Belt,0,0,16,15,0,0,0,0,23,101,101,102,+2% Disrupt,-,-,40,70,0,0,,,,,,Warlord,,,,,,,Disrupt,0,0
Armor,SH,Warlord,Body,323,0,20,25,0,0,0,0,40,0,0,0,+80 Hit Points Every four Seconds,-,-,40,73,1,0,,,,Warlord,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,SH,Warlord,Boots,241,16,0,22,0,0,0,0,28,0,0,0,+2% Disrupt,-,-,40,71,1,0,,,,,,,Warlord,,,,,,Disrupt,0,0
