Class,Sets,Number of pieces,Bonus text,,,,,,,,Stat Value,Stat name
Sorc,Beastlord,3 pieces,+225 Armor,,,,,,,,225,Armor
Sorc,Beastlord,4 pieces,+60 Intelligence,,,,,,,,60,Intelligence
Sorc,Beastlord,5 pieces,+5% Reduced Chance to be Disrupted,,,,,,,,5,Reduced Chance to be Disrupted
Sorc,Beastlord,6 pieces,Clarity - Aby Ability: 10% chance to reduce the cost of the next ability used within 10 seconds to 0 Action Points.,,,,,,,,10,0
Sorc,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Sorc,Bloodlord,3 pieces,+73 Intelligence,,,,,,,,73,Intelligence
Sorc,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Sorc,Bloodlord,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Bloodlord,6 pieces,Increasing Impetus – On Attack or Direct Heal: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Sorc,Bloodlord,7 pieces,Guile – On Hit: 10% chance to lower incoming heal on target by 25% for 10 seconds.,,,,,,,,0,0
Sorc,Conqueror,2 pieces,+57 Intelligence,,,,,,,,57,Intelligence
Sorc,Conqueror,3 pieces,+63 Initiative,,,,,,,,63,Initiative
Sorc,Conqueror,4 pieces,+69 Wounds,,,,,,,,69,Wounds
Sorc,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
Sorc,Conqueror,6 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Dominator,2 pieces,+57 Toughness,,,,,,,,57,Toughness
Sorc,Dominator,3 pieces,+63 Intelligence,,,,,,,,63,Intelligence
Sorc,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
Sorc,Dominator,5 pieces,Evasive - On Being Hit: 10% chance to detaunt target.,,,,,,,,10,0
Sorc,Dominator,6 pieces,+5% Reduction in being Critically hit,,,,,,,,5,Reduction in being Critically Hit
Sorc,Genesis Scholar,2 pieces,+37 Intelligence,,,,,,,,37,Intelligence
Sorc,Genesis Scholar,3 pieces,+3% Reduced Chance to be Disrupted,,,,,,,,3,Reduced Chance to be Disrupted
Sorc,Genesis Scholar,4 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Sorc,Genesis Scholar,5 pieces,+3% Magic Critical Chance,,,,,,,,3,Magic Critical Chance
Sorc,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Sorc,Invader,2 pieces,"+66,0 Intelligence",,,,,,,,66,Intelligence
Sorc,Invader,3 pieces,+73 Toughness,,,,,,,,73,Toughness
Sorc,Invader,4 pieces,+5% Reduced Chance to be Disrupted,,,,,,,,5,Reduced Chance to be Disrupted
Sorc,Invader,5 pieces,+10 Range,,,,,,,,10,Range
Sorc,Invader,6 pieces,Precision - On Critical Hit: 10% chance to increase Dodge Strikethrough and Disrupt Strikethrough by 20% on next ability casted,,,,,,,,0,0
Sorc,Invader,7 pieces,"Implacable Resolve - Each time you critically hit an enemy with your path of Havoc abilities, there is a 20% chance that their Initiative will be reduced by 80 for 5 seconds.",,,,,,,,0,0
Sorc,Mercenary,2 pieces,+53 Intelligence,,,,,,,,53,Intelligence
Sorc,Mercenary,3 pieces,+290 Elemental Resistance,,,,,,,,290,Elemental Resistance
Sorc,Mercenary,4 pieces,+1 Path of Agony Abilities,,,,,,,,1,0
Sorc,Mercenary,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
Sorc,Onslaught,3 pieces,+64 Intelligence,,,,,,,,64,Intelligence
Sorc,Onslaught,4 pieces,Boost V - On Hit:5% chance to increase your critical hit rate by 9% and your critical damage by 12% for 9 seconds.,,,,,,,,0,0
Sorc,Onslaught,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Oppressor,2 pieces,+62 Intelligence,,,,,,,,62,Intelligence
Sorc,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Sorc,Oppressor,4 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 200 damage over 5 seconds.,,,,,,,,0,0
Sorc,Oppressor,5 pieces,+5% Reduction in being Critically hit,,,,,,,,5,Reduction in being Critically Hit
Sorc,Oppressor,6 pieces,"Subtle Evasion - On Being Attacked: 10% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,10,0
Sorc,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Sorc,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Sorc,Rare Fortune,3 pieces,+59 Intelligence,,,,,,,,59,Intelligence
Sorc,Rare Fortune,4 pieces,Quickening - On Being Hit: 10% chance to reduce build times by half a second for 10 seconds.,,,,,,,,10,0
Sorc,Rare Fortune,5 pieces,+5% Reduced Chance to de Disrupted,,,,,,,,5,0
Sorc,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Sorc,Redeye,3 pieces,+59 Intelligence,,,,,,,,59,Intelligence
Sorc,Redeye,4 pieces,+264 Spiritual Resistance,,,,,,,,264,Spiritual Resistance
Sorc,Redeye,5 pieces,Quickening - On Being Hit: 10% chance to reduce build times by half a second for 10 seconds.,,,,,,,,10,0
Sorc,Redeye,6 pieces,+4% Magic Critical Chance,,,,,,,,4,Magic Critical Chance
Sorc,Sentinel,2 pieces,+58 Intelligence,,,,,,,,58,Intelligence
Sorc,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Sorc,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Sorc,Sentinel,5 pieces,Compulsion - On Being Attacked: 10% chance to reduce your cooldownds by 1 second for 10 seconds.,,,,,,,,10,0
Sorc,Sentinel,6 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Sentinel,7 pieces,Deeper Dread - Cooldown of Dread Aspect reduced by 5 seconds.,,,,,,,,5,0
Sorc,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Sorc,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Sorc,Vanquisher,2 pieces,+62 Intelligence,,,,,,,,62,Intelligence
Sorc,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Sorc,Vanquisher,4 pieces,Clarity - Any Ability: 10% chance to reduce the cost of the next ability used within 10 seconds to 0 Action Points,,,,,,,,10,0
Sorc,Vanquisher,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sorc,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
SW,Annihilator,2 pieces,+53 Strength,,,,,,,,53,Strength
SW,Annihilator,3 pieces,+58 Initiative,,,,,,,,58,Initiative
SW,Annihilator,4 pieces,+1 Path of Suffering Abilities,,,,,,,,1,0
SW,Annihilator,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
SW,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
SW,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
SW,Beastlord,4 pieces,+60 Ballistic Skill,,,,,,,,60,Ballistic skill
SW,Beastlord,5 pieces,+5% Reduced chance to be Dodged,,,,,,,,5,Reduced Chance to be Dodged
SW,Beastlord,6 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 84 while increasing your Ballistic Skill by 84 for 10 seconds.,,,,,,,,0,0
SW,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
SW,Bloodlord,3 pieces,+73 Weapon Skill,,,,,,,,73,Weapon Skill
SW,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
SW,Bloodlord,5 pieces,+87 Ballistic Skill,,,,,,,,87,Ballistic skill
SW,Bloodlord,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SW,Bloodlord,7 pieces,Dissolve IX – On Hit: 10% chance to reduce target's armor by 800 for 6 seconds.,,,,,,,,0,0
SW,Conqueror,2 pieces,+57 Ballistic Skill,,,,,,,,57,Ballistic skill
SW,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
SW,Conqueror,4 pieces,+69 Weapon Skill,,,,,,,,69,Weapon Skill
SW,Conqueror,5 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 100 while increasing your Ballistic Skill by 100 for 10 seconds.,,,,,,,,0,0
SW,Conqueror,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SW,Dominator,2 pieces,+57 Toughness,,,,,,,,57,Toughness
SW,Dominator,3 pieces,+63 Ballistic Skill,,,,,,,,63,Ballistic skill
SW,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
SW,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
SW,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
SW,Genesis Sharpshooter,2 pieces,+37 Ballistic Skill,,,,,,,,37,Ballistic skill
SW,Genesis Sharpshooter,3 pieces,+3% Reduced Chance to be Dodged,,,,,,,,3,Reduced Chance to be Dodged
SW,Genesis Sharpshooter,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
SW,Genesis Sharpshooter,5 pieces,+3% Ranged Critical Chance,,,,,,,,3,Ranged Critical Chance
SW,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
SW,Invader,2 pieces,"+66,0 Ballistic Skill",,,,,,,,66,Ballistic skill
SW,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
SW,Invader,4 pieces,+80 Weapon Skill,,,,,,,,80,Weapon Skill
SW,Invader,5 pieces,+10 Range,,,,,,,,10,Range
SW,Invader,6 pieces,Precision - On Critical Hit: 10% chance to increase Dodge Strikethrough and Disrupt Strikethrough by 20% on next ability casted.,,,,,,,,0,0
SW,Invader,7 pieces,Speedy Plinkin' - Increases the critical hit rate of all Path Of Quick Shootin' abilities by 10%.,,,,,,,,10,0
SW,Mercenary,2 pieces,+53 Ballistic Skill,,,,,,,,53,Ballistic skill
SW,Mercenary,3 pieces,+236 Armor,,,,,,,,236,Armor
SW,Mercenary,4 pieces,+1 Path of The Skirmisher Abilities,,,,,,,,1,0
SW,Mercenary,5 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SW,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
SW,Onslaught,3 pieces,+64 Ballistic Skill,,,,,,,,64,Ballistic skill
SW,Onslaught,4 pieces,+4% Reduced chance to be Dodged,,,,,,,,4,Reduced Chance to be Dodged
SW,Onslaught,5 pieces,Corrosion - On Hit: 10% chance to lower target's Armor by 1020 for 10 secnds,,,,,,,,0,0
SW,Oppressor,2 pieces,+62 Ballistic Skill,,,,,,,,62,Ballistic skill
SW,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
SW,Oppressor,4 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 200 damage over 5 seconds.,,,,,,,,0,0
SW,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
SW,Oppressor,6 pieces,"Subtle Evasion - On being Attacked : 10% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,10,0
SW,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
SW,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
SW,Rare Fortune,3 pieces,+59 Ballistic Skill,,,,,,,,59,Ballistic skill
SW,Rare Fortune,4 pieces,Surging - On Hit: 10% chance to deal 122 damage to an additional target within 30 feet of the first.,,,,,,,,0,0
SW,Rare Fortune,5 pieces,+5% Reduced Chance to be Dodged,,,,,,,,5,Reduced Chance to be Dodged
SW,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
SW,Redeye,3 pieces,+59 Ballistic skill,,,,,,,,59,Ballistic skill
SW,Redeye,4 pieces,+264 Armor,,,,,,,,264,Armor
SW,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
SW,Redeye,6 pieces,+4% Ranged Critical Chance,,,,,,,,4,Ranged Critical Chance
SW,Sentinel,2 pieces,+58 Ballistic Skill,,,,,,,,58,Ballistic skill
SW,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
SW,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
SW,Sentinel,5 pieces,Compulsion - On Being Attacked: 10% chance to reduce your cooldowns by 1 second for 10 seconds.,,,,,,,,10,0
SW,Sentinel,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SW,Sentinel,7 pieces,Deeper Distraction - Cooldown of Distracting Shot reduced by 5 seconds.,,,,,,,,5,0
SW,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
SW,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
SW,Vanquisher,2 pieces,+62 Ballistic Skill,,,,,,,,62,Ballistic skill
SW,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
SW,Vanquisher,4 pieces,Clarity - Any Ability : 10% chance to reduce the cost of the next Ability used within 10 seconds to 0 Action Points.,,,,,,,,10,0
SW,Vanquisher,5 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SW,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
WE,Annihilator,2 pieces,+53 Strength,,,,,,,,53,Strength
WE,Annihilator,3 pieces,+58 Initiative,,,,,,,,58,Initiative
WE,Annihilator,4 pieces,+1 Path of Suffering Abilities,,,,,,,,1,0
WE,Annihilator,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
WE,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
WE,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
WE,Beastlord,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WE,Beastlord,6 pieces,Intensity - On Being Hit: 10% chance to gain a finisher point.,,,,,,,,10,0
WE,Bloodlord,2 pieces,"+66,0 Initiative",,,,,,,,66,Initiative
WE,Bloodlord,3 pieces,+73 Strength,,,,,,,,73,Strength
WE,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
WE,Bloodlord,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
WE,Bloodlord,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Bloodlord,7 pieces,Amplified defenses – On Being Attacked: 10% chance to increase Parry  Evade and Disrupt by 7% for 10 seconds.,,,,,,,,0,0
WE,Conqueror,2 pieces,+57 Strength,,,,,,,,57,Strength
WE,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WE,Conqueror,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WE,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
WE,Conqueror,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
WE,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WE,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
WE,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
WE,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WE,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
WE,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
WE,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
WE,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WE,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
WE,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
WE,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
WE,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WE,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
WE,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
WE,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
WE,Invader,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WE,Invader,5 pieces,+10 Auto Attack Damage,,,,,,,,10,0
WE,Invader,6 pieces,Red Frenzy - On Critical Hit: 10% chance to increase your auto attack damage by 25% for 5 seconds.,,,,,,,,0,0
WE,Invader,7 pieces,"Dirty Trick - Any time and enemy defends your attacks, you will strike them for low damage which the can not prevent.",,,,,,,,0,0
WE,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
WE,Mercenary,3 pieces,+58 Wounds,,,,,,,,58,Wounds
WE,Mercenary,4 pieces,+1 Path of Carnage Abilities,,,,,,,,1,0
WE,Mercenary,5 pieces,+5% Parry,,,,,,,,5,Parry
WE,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
WE,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
WE,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
WE,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
WE,Onslaught,4 pieces,Boost V - On Hit: 5% chance to increase your critical hit rate by 9% and your critical damage by 12% for 9 seconds.,,,,,,,,0,0
WE,Onslaught,4 pieces,Boost V - On Hit: 5% chance to increase your critical hit rate by 9% and your critical damage by 12% for 9 seconds.,,,,,,,,0,0
WE,Onslaught,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Onslaught,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
WE,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WE,Oppressor,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Balistic Skill and Intelligence by 110, whule increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
WE,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WE,Oppressor,6 pieces,+4% Damage Reduction,,,,,,,,4,0
WE,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
WE,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
WE,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
WE,Rare Fortune,4 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target.,,,,,,,,0,0
WE,Rare Fortune,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WE,Redeye,3 pieces,+59 Strength,,,,,,,,59,Strength
WE,Redeye,4 pieces,+64 Weapon Skill,,,,,,,,64,Weapon Skill
WE,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
WE,Redeye,6 pieces,+74 Wounds,,,,,,,,74,Wounds
WE,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
WE,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
WE,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
WE,Sentinel,5 pieces,Arise - On Attacking Target or Being Hit: 10% chance to resist Stuns an Knockbacks by 33% for 15 seconds.,,,,,,,,0,0
WE,Sentinel,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Sentinel,7 pieces,Fleeting - Cooldown of Fleet-Footed reduced by 20 seconds.,,,,,,,,20,0
WE,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
WE,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
WE,Vanquisher,2 pieces,+62 Strength,,,,,,,,62,Strength
WE,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WE,Vanquisher,4 pieces,Vicious Strikes - On Hit: 15% chance to reduce target's Toughness by 110 while increasing your own Weaponskill by 110 for 10 seconds.,,,,,,,,0,0
WE,Vanquisher,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WE,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
WH,Annihilator,2 pieces,+53 Strength,,,,,,,,53,Strength
WH,Annihilator,3 pieces,+58 Initiative,,,,,,,,58,Initiative
WH,Annihilator,4 pieces,+1 Path of Suffering Abilities,,,,,,,,1,0
WH,Annihilator,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
WH,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
WH,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
WH,Beastlord,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WH,Beastlord,6 pieces,Intensity - On Being Hit: 10% chance to gain a finisher point.,,,,,,,,10,0
WH,Bloodlord,2 pieces,"+66,0 Initiative",,,,,,,,66,Initiative
WH,Bloodlord,3 pieces,+73 Strength,,,,,,,,73,Strength
WH,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
WH,Bloodlord,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
WH,Bloodlord,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Bloodlord,7 pieces,Amplified defenses – On Being Attacked: 10% chance to increase Parry  Evade and Disrupt by 7% for 10 seconds.,,,,,,,,0,0
WH,Conqueror,2 pieces,+57 Strength,,,,,,,,57,Strength
WH,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WH,Conqueror,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WH,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
WH,Conqueror,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
WH,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
WH,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
WH,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
WH,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WH,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
WH,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
WH,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
WH,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WH,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
WH,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
WH,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
WH,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
WH,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
WH,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
WH,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
WH,Invader,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
WH,Invader,5 pieces,+10 Auto Attack Damage,,,,,,,,10,0
WH,Invader,6 pieces,Red Frenzy - On Critical Hit: 10% chance to increase your auto attack damage by 25% for 5 seconds.,,,,,,,,0,0
WH,Invader,7 pieces,"Dirty Trick - Any time and enemy defends your attacks, you will strike them for low damage which the can not prevent.",,,,,,,,0,0
WH,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
WH,Mercenary,3 pieces,+58 Wounds,,,,,,,,58,Wounds
WH,Mercenary,4 pieces,+1 Path of Carnage Abilities,,,,,,,,1,0
WH,Mercenary,5 pieces,+5% Parry,,,,,,,,5,Parry
WH,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
WH,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
WH,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
WH,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
WH,Onslaught,4 pieces,Boost V - On Hit: 5% chance to increase your critical hit rate by 9% and your critical damage by 12% for 9 seconds.,,,,,,,,0,0
WH,Onslaught,4 pieces,Boost V - On Hit: 5% chance to increase your critical hit rate by 9% and your critical damage by 12% for 9 seconds.,,,,,,,,0,0
WH,Onslaught,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Onslaught,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
WH,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
WH,Oppressor,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Balistic Skill and Intelligence by 110, whule increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
WH,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
WH,Oppressor,6 pieces,+4% Damage Reduction,,,,,,,,4,0
WH,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
WH,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
WH,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
WH,Rare Fortune,4 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target.,,,,,,,,0,0
WH,Rare Fortune,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
WH,Redeye,3 pieces,+59 Strength,,,,,,,,59,Strength
WH,Redeye,4 pieces,+64 Weapon Skill,,,,,,,,64,Weapon Skill
WH,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
WH,Redeye,6 pieces,+74 Wounds,,,,,,,,74,Wounds
WH,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
WH,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
WH,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
WH,Sentinel,5 pieces,Arise - On Attacking Target or Being Hit: 10% chance to resist Stuns an Knockbacks by 33% for 15 seconds.,,,,,,,,0,0
WH,Sentinel,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
WH,Sentinel,7 pieces,Fleeting - Cooldown of Fleet-Footed reduced by 20 seconds.,,,,,,,,20,0
WH,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
WH,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
